Device,StartTime,Duration,Success
2.0,0.02089474295781877,0.014336,1.0
3.0,0.041280230352144634,0.063488,1.0
6.0,0.11072355656231977,0.065536,1.0
1.0,0.17970161263389633,0.021504,1.0
9.0,0.21002619145776277,0.064512,1.0
4.0,0.2759832571477515,0.031744,1.0
10.0,0.45941235534563063,0.011264,1.0
5.0,0.5293208220482231,0.045056,1.0
8.0,0.5808209712843854,0.014336,1.0
7.0,1.0789807328534073,0.034816,1.0
2.0,1.4711382769965065,0.014336,1.0
10.0,1.6864576516326242,0.054272,1.0
8.0,2.300963083674219,0.038911999999999995,1.0
1.0,2.4036135175570172,0.058367999999999996,1.0
4.0,3.5386162608153358,0.040959999999999996,1.0
2.0,3.778996287380264,0.063488,1.0
7.0,5.033667699931883,0.048128,1.0
5.0,5.478692024917958,0.063488,1.0
8.0,6.3562853878263015,0.049152,1.0
9.0,6.884885859844203,0.018432,1.0
3.0,6.910974761079874,0.054272,1.0
10.0,7.348653447516746,0.055296,1.0
6.0,7.882377170337476,0.059392,1.0
1.0,8.490504639801152,0.050176,1.0
9.0,8.974199893803695,0.014336,1.0
